S.No,Country,City,Company,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,CONTACT,Google Map,Category,Reviews,Comments,Standard_Category,Conversion_Probability,Rank,Reviews_Normalized,Comments_Normalized,Lead_Score,Final_Score,Company_Name_Length,Company_Word_Count,Category_Frequency,City_Frequency,City_Encoded,Category_Encoded,Predicted_Probability
60,India,Lucknow,M V Hospital Research Centre,,,,,8417001034,"https://www.google.com/maps/place/M+V+Hospital+Research+Centre/@26.8687163,80.9069571,17z/data=!3m1!4b1!4m6!3m5!1s0x399bfde4d57e7131:0x65fdada859e1e74c!8m2!3d26.8687163!4d80.9069571!16s%2Fg%2F1tcwpk5q?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Hospital,4.1,107,Medical Clinic,0.85,4.0,0.82,0.6085481371937617,0.7142740685968808,0.7957096274387523,28,5,103,20,7,3,0.8027078
61,India,Lucknow,Sahar Hospital,,,,,8799484414,"https://www.google.com/maps/place/Sahar+Hospital/@26.861154,80.9214568,17z/data=!3m1!4b1!4m6!3m5!1s0x399bfd94d0b9431d:0xf8d1bf776b1c8d5d!8m2!3d26.861154!4d80.9214568!16s%2Fg%2F1xgz962l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Surgical Center,4.1,124,Medical Clinic,0.85,4.0,0.82,0.6275478383862074,0.7237739191931036,0.7995095676772415,14,2,103,20,7,3,0.8066696
62,India,Lucknow,Lakshmi Clinic Dr G P Kaushal,,,,,7905957422,"https://www.google.com/maps/place/Lakshmi+Clinic+Dr+G+P+Kaushal/@26.8797338,80.9460676,17z/data=!3m1!4b1!4m6!3m5!1s0x399bfd7ef8bb00a1:0xff0aaf51288f45da!8m2!3d26.8797338!4d80.9460676!16s%2Fg%2F1hjgnr4fv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Skin Care Clinic,2.7,115,Dermatologist,0.55,6.0,0.54,0.617835834891171,0.5789179174455855,0.5615671669782343,29,6,4,20,7,1,0.5617137
63,India,Lucknow,Dr Sanjai Sinha Ayurvedacharya,,,,,9415621434,"https://www.google.com/maps/place/Dr+Sanjai+Sinha+Ayurvedacharya/@26.863781,81.022188,17z/data=!3m1!4b1!4m6!3m5!1s0x399be3794037d50f:0x12f4c35ec64f46c3!8m2!3d26.863781!4d81.022188!16s%2Fg%2F11g22zr94l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Ayurvedic Clinic,4.9,162,Homeopathy Clinic,0.55,5.0,0.9800000000000001,0.6620472698573224,0.8210236349286613,0.6584094539714646,30,4,25,20,7,2,0.65910745
64,India,Lucknow,Tiwari Classes Lucknow,,,,,9721440616,"https://www.google.com/maps/place/Tiwari+Classes+Lucknow/@26.8886214,80.9982298,17z/data=!3m1!4b1!4m6!3m5!1s0x39995808789d987f:0xbe573996ed8b3ca4!8m2!3d26.8886214!4d80.9982298!16s%2Fg%2F11gcj8n933?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,4.9,326,Coaching Center,0.85,2.0,0.9800000000000001,0.7525353958500056,0.8662676979250028,0.8565070791700011,22,3,41,20,7,0,0.8617908
65,India,Lucknow,Lucknow coaching Institute & Home tuition,,,,,7860851747,"https://www.google.com/maps/place/Lucknow+coaching+Institute+%26+Home+tuition/@26.8308582,80.9417054,17z/data=!3m1!4b1!4m6!3m5!1s0x399bfd6580bfdab9:0xa94094efbc250bff!8m2!3d26.8308582!4d80.9417054!16s%2Fg%2F11t_lmjr8z?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Education Center,4.9,48,Training Center,0.85,1.0,0.9800000000000001,0.5058294776079453,0.7429147388039727,0.8071658955215891,41,6,74,20,7,10,0.8045897
66,India,Lucknow,My Classes coaching centre,,,,,7897115898,"https://www.google.com/maps/place/My+Classes+coaching+centre/@26.8228952,80.8865227,17z/data=!3m1!4b1!4m6!3m5!1s0x399bffc12aa3c313:0x185ed9c1e447628f!8m2!3d26.8228952!4d80.8865227!16s%2Fg%2F11nmpjj5p0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,4.9,78,Coaching Center,0.85,2.0,0.9800000000000001,0.5679079082149661,0.7739539541074831,0.8195815816429932,26,4,41,20,7,0,0.8188839
67,India,Lucknow,New Way Classes,,,,,8318345088,"https://www.google.com/maps/place/New+Way+Classes/@26.9127586,80.9713326,17z/data=!3m1!4b1!4m6!3m5!1s0x399957ec3282721f:0xed9a0ba689e9c144!8m2!3d26.9127586!4d80.9713326!16s%2Fg%2F11c0xs1zld?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,4.9,378,Coaching Center,0.85,2.0,0.9800000000000001,0.7717162167927346,0.8758581083963674,0.860343243358547,15,3,41,20,7,0,0.86119807
68,India,Lucknow,The Smart Classes,,,,,8188862581,"https://www.google.com/maps/place/The+Smart+Classes/@26.8620492,81.0230904,17z/data=!3m1!4b1!4m6!3m5!1s0x399be26337cd8505:0x34fb3208dccc2adb!8m2!3d26.8620492!4d81.0230904!16s%2Fg%2F11g8w7wbn8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,4.9,86,Coaching Center,0.85,2.0,0.9800000000000001,0.5804450867890296,0.7802225433945149,0.8220890173578059,17,3,41,20,7,0,0.82251054
69,India,Lucknow,Chanakya Coaching Classes,,,,,9506373706,"https://www.google.com/maps/place/Chanakya+Coaching+Classes/@26.8399721,80.8791526,17z/data=!3m1!4b1!4m6!3m5!1s0x399bfe6702506703:0xfa5a8e7c5859cd6d!8m2!3d26.8399721!4d80.8791526!16s%2Fg%2F11d_d68gmh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,4.8,163,Coaching Center,0.85,2.0,0.96,0.6628422109594754,0.8114211054797377,0.8345684421918951,25,3,41,20,7,0,0.83512264
70,India,Lucknow,GRAVITON Inspired by KUSUM COACHING CLASSES (KCC),,,,,9415550217,"https://www.google.com/maps/place/GRAVITON+Inspired+by+KUSUM+COACHING+CLASSES+(KCC)/@26.9036715,80.9527633,17z/data=!3m1!4b1!4m6!3m5!1s0x399957cfc2ad7023:0x51356543dd8d1dff!8m2!3d26.9036715!4d80.9527633!16s%2Fg%2F11hbl7kh78?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,4.9,79,Coaching Center,0.85,2.0,0.9800000000000001,0.5695428035454954,0.7747714017727477,0.8199085607090991,49,7,41,20,7,0,0.8182281
71,India,Lucknow,Excellent Tutorial Classes,,,,,7309599605,"https://www.google.com/maps/place/Excellent+Tutorial+Classes/@26.8745354,80.8852671,17z/data=!3m1!4b1!4m6!3m5!1s0x399955f640000015:0x94b36de6969ff0cf!8m2!3d26.8745354!4d80.8852671!16s%2Fg%2F11dyxkn2nw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,4.8,57,Coaching Center,0.85,2.0,0.96,0.5277457872036477,0.7438728936018238,0.8075491574407296,26,3,41,20,7,0,0.8043411
72,India,Jaipur,Disaan Hospital Pvt.Ltd. Jaipur,,,,,9001008444,"https://www.google.com/maps/place/Disaan+Hospital+Pvt.Ltd.+Jaipur/@26.8979896,75.8277107,17z/data=!3m1!4b1!4m6!3m5!1s0x396db7ee614a7067:0xdc87885d5d0caf22!8m2!3d26.8979896!4d75.8277107!16s%2Fg%2F11sqfbzn9b?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",General Practitioner,4.8,38,Medical Clinic,0.85,4.0,0.96,0.4761621379450411,0.7180810689725206,0.7972324275890083,31,4,103,11,4,3,0.79381365
73,India,Jaipur,Welfare Clinic,,,,,9829872221,"https://www.google.com/maps/place/Welfare+Clinic/@26.914893,75.795768,17z/data=!3m1!4b1!4m6!3m5!1s0x396db4089703c8a7:0xd24bbf6f458b6063!8m2!3d26.914893!4d75.795768!16s%2Fg%2F1tdg1mf8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,4.9,15,Medical Clinic,0.85,4.0,0.9800000000000001,0.36036019075009296,0.6701800953750465,0.7780720381500186,14,2,103,11,4,3,0.7769531
74,India,Jaipur,Kaveri Clinic Dr. Mukesh Singhal,,,,,9828011345,"https://www.google.com/maps/place/Kaveri+Clinic+Dr.+Mukesh+Singhal/@26.9016813,75.7714174,17z/data=!3m1!4b1!4m6!3m5!1s0x396db46529a6fb13:0x1c03b8628f24e724!8m2!3d26.9016813!4d75.7714174!16s%2Fg%2F11c5bjpxrs?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Doctor,4.5,40,Medical Clinic,0.85,4.0,0.9,0.4826621155844289,0.6913310577922145,0.7865324231168858,32,5,103,11,4,3,0.7888875
75,India,Jaipur,Sharma Clinic,,,,,1412550709,"https://www.google.com/maps/place/Sharma+Clinic/@26.8479535,75.793129,17z/data=!3m1!4b1!4m6!3m5!1s0x396db5e83fb41c25:0xfcfab05a66588300!8m2!3d26.8479535!4d75.793129!16s%2Fg%2F1tfkc_4d?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,5.0,10,Medical Clinic,0.85,4.0,1.0,0.31166035949475984,0.6558301797473799,0.7723320718989519,13,2,103,11,4,3,0.7759635
76,India,Jaipur,Saha Clinic,,,,,9829012987,"https://www.google.com/maps/place/Saha+Clinic/@26.9251468,75.7907861,17z/data=!3m1!4b1!4m6!3m5!1s0x396db3f140d20d11:0x529a570ab81323b7!8m2!3d26.9251468!4d75.7907861!16s%2Fg%2F1ydpv9_51?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,5.0,3,Medical Clinic,0.85,4.0,1.0,0.18018009537504648,0.5900900476875233,0.7460360190750093,11,2,103,11,4,3,0.7485498
77,India,Jaipur,Jai Ambey Clinic & Health Care,,,,,9166142447,"https://www.google.com/maps/place/Jai+Ambey+Clinic+%26+Health+Care/@26.9022834,75.7651714,17z/data=!3m1!4b1!4m6!3m5!1s0x396db574218f5a6d:0x4ce004a007be2eaf!8m2!3d26.9022834!4d75.7651714!16s%2Fg%2F11vr1hs21t?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Free Clinic,5.0,1,Medical Clinic,0.85,4.0,1.0,0.09009004768752324,0.5450450238437616,0.7280180095375046,30,6,103,11,4,3,0.7317927
78,India,Jaipur,Misthi Classes Jaipur,,,,,6367597967,"https://www.google.com/maps/place/Misthi+Classes+Jaipur/@26.8772908,75.772484,17z/data=!3m1!4b1!4m6!3m5!1s0x396db535c690a1eb:0xb85154a722dce82e!8m2!3d26.8772908!4d75.772484!16s%2Fg%2F11twqrhg5n?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,5.0,2194,Coaching Center,0.85,2.0,1.0,1.0,1.0,0.91,21,3,41,11,4,0,0.87418985
79,India,Jaipur,Passkey Coaching Jaipur,,,,,9694328211,"https://www.google.com/maps/place/Passkey+Coaching+Jaipur/@26.8112968,75.8044708,17z/data=!3m1!4b1!4m6!3m5!1s0x396dca1dca55e867:0x2a9abd5e4fa16014!8m2!3d26.8112968!4d75.8044708!16s%2Fg%2F11c5_q9n9l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,4.9,293,Coaching Center,0.85,2.0,0.9800000000000001,0.7387088725683735,0.8593544362841867,0.8537417745136747,23,3,41,11,4,0,0.84814656
80,India,Jaipur,Aspire Coaching classes,,,,,8385888763,"https://www.google.com/maps/place/Aspire+Coaching+classes/@26.9012818,75.7692977,17z/data=!3m1!4b1!4m6!3m5!1s0x396db5c52913cfbb:0x67a4c97252d5501!8m2!3d26.9012818!4d75.7692977!16s%2Fg%2F11h1f19hk3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,5.0,67,Coaching Center,0.85,2.0,1.0,0.5484198176642688,0.7742099088321344,0.8196839635328538,23,3,41,11,4,0,0.8186966
81,India,Jaipur,Unique Rawat Classes jaipur,,,,,7732908217,"https://www.google.com/maps/place/Unique+Rawat+Classes+jaipur/@26.8927291,75.7168441,17z/data=!3m1!4b1!4m6!3m5!1s0x396db533b19fad6d:0xe03b2d7561c07ef8!8m2!3d26.8927291!4d75.7168441!16s%2Fg%2F11fqtxmgyc?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,4.6,20,Coaching Center,0.85,2.0,0.9199999999999999,0.3957040860768777,0.6578520430384388,0.7731408172153755,27,4,41,11,4,0,0.7725906
82,India,Jaipur,Dronacharya Academy of Experts,,,,,9314429082,"https://www.google.com/maps/place/Dronacharya+Academy+of+Experts/@26.9230168,75.6985503,17z/data=!3m1!4b1!4m6!3m5!1s0x396db362cb489407:0x51b235f63fc1195!8m2!3d26.9230168!4d75.6985503!16s%2Fg%2F1hm2275_1?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,4.7,66,Coaching Center,0.85,2.0,0.9400000000000001,0.54649426444511,0.743247132222555,0.807298852889022,30,4,41,11,4,0,0.80878067
83,India,Patna,Healthcare clinic,,,,,7979964277,"https://www.google.com/maps/place/Healthcare+clinic/@25.6150892,85.1652352,17z/data=!3m1!4b1!4m6!3m5!1s0x39ed59b8026b9f3b:0xaea55b1f6522cf9b!8m2!3d25.6150892!4d85.1652352!16s%2Fg%2F11y2lkgdd0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,4.7,13,Medical Clinic,0.85,4.0,0.9400000000000001,0.3430047864914959,0.641502393245748,0.7666009572982992,17,2,103,18,9,3,0.770161
84,India,Patna,Gamca medical center patna,,,,,8839541938,"https://www.google.com/maps/place/Gamca+medical+center+patna/@25.6012418,85.1715626,17z/data=!3m1!4b1!4m6!3m5!1s0x39ed591212f4c589:0x7239ced148615d56!8m2!3d25.6012418!4d85.1715626!16s%2Fg%2F11lp6r8_s8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,4.6,40,Medical Clinic,0.85,4.0,0.9199999999999999,0.4826621155844289,0.7013310577922144,0.7905324231168858,26,4,103,18,9,3,0.7888015
85,India,Patna,Dr. Ajit Kumar Mishra,,,,,9334829477,"https://www.google.com/maps/place/Dr.+Ajit+Kumar+Mishra/@25.6107054,85.1189095,17z/data=!3m1!4b1!4m6!3m5!1s0x140d7ef4b91dc2c7:0x18792aefa512a4c0!8m2!3d25.6107054!4d85.1189095!16s%2Fg%2F11b7dvhj84?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,4.2,181,Medical Clinic,0.85,4.0,0.8400000000000001,0.6763775771636319,0.7581887885818159,0.8132755154327265,21,4,103,18,9,3,0.8194618
86,India,Patna,Health Clinic Chikitsa Kendra,,,,,9304233090,"https://www.google.com/maps/place/Health+Clinic+Chikitsa+Kendra/@25.6005303,85.1878397,17z/data=!3m1!4b1!4m6!3m5!1s0x39ed58b3695c8bed:0x4be6540f0062bd38!8m2!3d25.6005303!4d85.1878397!16s%2Fg%2F11bccjsq3v?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,5.0,2,Medical Clinic,0.85,4.0,1.0,0.14278934727290502,0.5713946736364525,0.738557869454581,29,4,103,18,9,3,0.7369916
87,India,Patna,Margdarshan Health Care Solutions LLP,,,,,9835222125,"https://www.google.com/maps/place/Margdarshan+Health+Care+Solutions+LLP/@25.6309411,85.0347787,17z/data=!3m1!4b1!4m6!3m5!1s0x39ed579c0e7a1cf9:0x8bc4d5594908fc49!8m2!3d25.6309411!4d85.0347787!16s%2Fg%2F11ghr9s58b?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Community Health Center,4.9,75,Medical Clinic,0.85,4.0,0.9800000000000001,0.5628760876343211,0.7714380438171606,0.8185752175268644,37,5,103,18,9,3,0.8190035
88,India,Patna,Matritva Clinic,,,,,7258914011,"https://www.google.com/maps/place/Matritva+Clinic/@25.6134518,85.0578734,17z/data=!3m1!4b1!4m6!3m5!1s0x39ed564e54e64fad:0xbe380f1745dbdfaa!8m2!3d25.6134518!4d85.0578734!16s%2Fg%2F11f403vg78?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Maternity Centre,5.0,129,Nursing & Maternity,0.55,8.0,1.0,0.6326454511550617,0.8163227255775308,0.6565290902310124,15,2,2,18,9,4,0.6555097
89,India,Patna,Ila Sinha Multispeciality & Maternity Nursing Home,,,,,7667296105,"https://www.google.com/maps/place/Ila+Sinha+Multispeciality+%26+Maternity+Nursing+Home/@25.6045261,85.1664526,17z/data=!3m1!4b1!4m6!3m5!1s0x39ed589504e84099:0x67e27978e3e4ac62!8m2!3d25.6045261!4d85.1664526!16s%2Fg%2F11tffjck8t?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Nursing Home,5.0,129,Nursing & Maternity,0.55,8.0,1.0,0.6326454511550617,0.8163227255775308,0.6565290902310124,50,7,2,18,9,4,0.65703106
90,India,Patna,KAMY General HOSPITAL LLP,,,,,8294826333,"https://www.google.com/maps/place/KAMY+General+HOSPITAL+LLP/@25.5799643,85.1024963,17z/data=!3m1!4b1!4m6!3m5!1s0x39f2a801c1baacc7:0x8375f6d4b1bb4532!8m2!3d25.5799643!4d85.1024963!16s%2Fg%2F11f15jw__b?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Hospital,4.8,540,Medical Clinic,0.85,4.0,0.96,0.8179712171530994,0.8889856085765497,0.8655942434306199,25,4,103,18,9,3,0.8653236
91,India,Patna,Delta Success Point,,,,,7903454942,"https://www.google.com/maps/place/Delta+Success+Point/@25.6033891,85.1747149,17z/data=!3m1!4b1!4m6!3m5!1s0x39ed5910dcf25cbb:0x60e74504c2f406dc!8m2!3d25.6033891!4d85.1747149!16s%2Fg%2F11g0mg570d?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,4.6,133,Coaching Center,0.85,2.0,0.9199999999999999,0.6365843121326331,0.7782921560663165,0.8213168624265266,19,3,41,18,9,0,0.821258
92,India,Patna,Achievers tutorials institute,,,,,9955373805,"https://www.google.com/maps/place/Achievers+tutorials+institute/@25.6199756,85.1278651,17z/data=!3m1!4b1!4m6!3m5!1s0x39ed599134490be5:0x795f25b79cf31b5b!8m2!3d25.6199756!4d85.1278651!16s%2Fg%2F11qrv0bfj5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,4.9,74,Coaching Center,0.85,2.0,0.9800000000000001,0.56115457286371,0.770577286431855,0.818230914572742,29,3,41,18,9,0,0.8173128
93,India,Patna,Study Point,,,,,9334047293,"https://www.google.com/maps/place/STUDY+POINT/@25.6164953,85.1146172,17z/data=!3m1!4b1!4m6!3m5!1s0x39ed58256515758d:0xcb0cd8c01bbcd9!8m2!3d25.6164953!4d85.1146172!16s%2Fg%2F11hb534m33?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,4.2,98,Coaching Center,0.85,2.0,0.8400000000000001,0.5972390540405699,0.718619527020285,0.797447810808114,11,2,41,18,9,0,0.8009356
94,India,Patna,Success Gateway Library services and coaching institute,,,,,9097359726,"https://www.google.com/maps/place/Success+Gateway+Library+services+and+coaching+institute/@25.5819939,85.1884362,17z/data=!3m1!4b1!4m6!3m5!1s0x39f2a75d014ff30b:0x98a1907544de89ee!8m2!3d25.5819939!4d85.1884362!16s%2Fg%2F11fszplz6b?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Coaching Center,4.8,193,Coaching Center,0.85,2.0,0.96,0.6846765103736586,0.8223382551868292,0.8389353020747317,55,7,41,18,9,0,0.8263664
95,India,Patna,Stars Classes,,,,,9905316639,"https://www.google.com/maps/place/Stars+Classes/@25.6018522,85.1462609,17z/data=!3m1!4b1!4m6!3m5!1s0x39ed598693a1ff3f:0x35822a4ec49742ac!8m2!3d25.6018522!4d85.1462609!16s%2Fg%2F11t5236404?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Education Center,4.7,145,Training Center,0.85,1.0,0.9400000000000001,0.6477316373744265,0.7938658186872133,0.8275463274748853,13,2,74,18,9,10,0.8306282
96,India,Patna,Yatharth Classes,,,,,9102777498,"https://www.google.com/maps/place/Yatharth+Classes/@25.6303534,85.0946394,17z/data=!3m1!4b1!4m6!3m5!1s0x39ed5941cbc7885f:0xccb2935c2603b185!8m2!3d25.6303534!4d85.0946394!16s%2Fg%2F11f5dydpdh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Banking Entrance Coaching Center,4.9,116,Coaching Center,0.85,2.0,0.9800000000000001,0.6189514852179462,0.7994757426089731,0.8297902970435893,16,2,41,18,9,0,0.8286343
97,India,Patna,Ambition computer classes patna,,,,,6201759938,"https://www.google.com/maps/place/Ambition+computer+classes+patna/@25.5956402,85.140123,17z/data=!3m1!4b1!4m6!3m5!1s0x39ed59860b54231b:0xe08073cde1b0bfd4!8m2!3d25.5956402!4d85.140123!16s%2Fg%2F11ksq25wd_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Training Center,4.8,90,Training Center,0.85,1.0,0.96,0.5862875294761086,0.7731437647380544,0.8192575058952218,31,4,74,18,9,10,0.8204385
98,India,Patna,Excellence computer centre,,,,,9304987411,"https://www.google.com/maps/place/Excellence+computer+centre/@25.6064711,85.1735355,17z/data=!3m1!4b1!4m6!3m5!1s0x39ed591c240d2cc7:0x2df3f1cd4d0a4c6f!8m2!3d25.6064711!4d85.1735355!16s%2Fg%2F11rcdbglxw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Education Center,4.8,242,Training Center,0.85,1.0,0.96,0.7139467363645252,0.8369733681822626,0.8447893472729051,26,3,74,18,9,10,0.84400594
99,India,Patna,Adobe Computer institute,,,,,9334543272,"https://www.google.com/maps/place/Adobe+Computer+institute/@25.6123778,85.1294257,17z/data=!3m1!4b1!4m6!3m5!1s0x39ed5847245420bf:0xc1f2f4dff11e6115!8m2!3d25.6123778!4d85.1294257!16s%2Fg%2F11d_237g0m?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Computer Service,4.9,951,Training Center,0.85,1.0,0.9800000000000001,0.8914246041557646,0.9357123020778824,0.884284920831153,24,3,74,18,9,10,0.88117284
100,India,Patna,Zenith Computer Academy,,,,,9570052232,"https://www.google.com/maps/place/Zenith+Computer+Academy/@25.6132253,85.1187965,17z/data=!3m1!4b1!4m6!3m5!1s0x39ed5972d9365fbf:0x283ea6e9c0b6274c!8m2!3d25.6132253!4d85.1187965!16s%2Fg%2F11tt2bx1pv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Educational Institution,5.0,118,Training Center,0.85,1.0,1.0,0.6211544610931949,0.8105772305465975,0.834230892218639,23,3,74,18,9,10,0.8329661
101,India,Bhopal,Speciality Medical Clinics,,,,,7554200730,"https://www.google.com/maps/place/Speciality+Medical+Clinics/@23.2140899,77.4344918,17z/data=!3m1!4b1!4m6!3m5!1s0x397c42bdffa5f633:0xf8c4da0893bd5f4!8m2!3d23.2140899!4d77.4344918!16s%2Fg%2F11cn7r4xwt?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Medical Center,4.1,15,Medical Clinic,0.85,4.0,0.82,0.36036019075009296,0.5901800953750465,0.7460720381500185,26,3,103,22,0,3,0.7469577
102,India,Bhopal,Impulse The Health Care Clinic,,,,,9893460990,"https://www.google.com/maps/place/Impulse+The+Health+Care+Clinic+(Dr.Arif+Khan)/@23.2601262,77.4306471,17z/data=!3m1!4b1!4m6!3m5!1s0x397c69a8c20e70bf:0xe3cf1dd10a99717b!8m2!3d23.2601262!4d77.4306471!16s%2Fg%2F11h07kl5bq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Medical Center,4.9,152,Medical Clinic,0.85,4.0,0.9800000000000001,0.6538184168350324,0.8169092084175162,0.8367636833670065,30,5,103,22,0,3,0.83543885
103,India,Bhopal,Dr RS Agrawal | Vatsalya Homeo Care (Homeopathic Clinic),,,,,9039758178,"https://www.google.com/maps/place/Dr+RS+Agrawal+%7C+Vatsalya+Homeo+Care+(Homeopathic+Clinic)/@23.2531113,77.4278895,17z/data=!3m1!4b1!4m6!3m5!1s0x397c432bda13fafb:0xcf0d6d2fe1adf593!8m2!3d23.2531113!4d77.4278895!16s%2Fg%2F11ywbw2j8l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Doctor,5.0,86,Medical Clinic,0.85,4.0,1.0,0.5804450867890296,0.7902225433945148,0.8260890173578059,56,9,103,22,0,3,0.8261322
104,India,Bhopal,"Metrocity Multispeciality Hospital
",,,,,9303554010,"https://www.google.com/maps/place/Metrocity+Multispeciality+Hospital/@23.251109,77.4306537,17z/data=!3m1!4b1!4m6!3m5!1s0x397c435b24845db1:0x2211571f2a07d794!8m2!3d23.251109!4d77.4306537!16s%2Fg%2F11rmv175nb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Doctor,4.5,304,Medical Clinic,0.85,4.0,0.9,0.7434830223586175,0.8217415111793087,0.8386966044717235,35,3,103,22,0,3,0.83802634
